2021,1,7,2021/1/7,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103,5.3,0,1.1,1.8,9.3,6.5,74,1021.9,1014.9,8.6,2,161,5.6,0,6.7,2.6,5.3,6.4,72,1027.2,1020.2,11,2.7,99,4,0,1.2,2,10,6.1,75,1024.8,1017.7,7.9,1.5,152,3.7,0,6.4,2.7,4.3,5.5,70,1020.8,1013.7,8.3,-1,92,3,0,2.5,3.8,5.3,5.3,69,1019.2,1012.2,5.9,1.2,168
2021,1,8,2021/1/8,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103,5.3,0,1.1,1.8,9.3,6.5,74,1021.9,1014.9,8.6,2,161,5.6,0,6.7,2.6,5.3,6.4,72,1027.2,1020.2,11,2.7,99,4,0,1.2,2,10,6.1,75,1024.8,1017.7,7.9,1.5,152,3.7,0,6.4,2.7,4.3,5.5,70,1020.8,1013.7,8.3,-1,92
2021,1,9,2021/1/9,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103,5.3,0,1.1,1.8,9.3,6.5,74,1021.9,1014.9,8.6,2,161,5.6,0,6.7,2.6,5.3,6.4,72,1027.2,1020.2,11,2.7,99,4,0,1.2,2,10,6.1,75,1024.8,1017.7,7.9,1.5,152
2021,1,10,2021/1/10,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103,5.3,0,1.1,1.8,9.3,6.5,74,1021.9,1014.9,8.6,2,161,5.6,0,6.7,2.6,5.3,6.4,72,1027.2,1020.2,11,2.7,99
2021,1,11,2021/1/11,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103,5.3,0,1.1,1.8,9.3,6.5,74,1021.9,1014.9,8.6,2,161
2021,1,12,2021/1/12,2.9,1.5,0.2,1.8,8.8,6.8,90,1016.4,1009.3,4.4,1.2,8,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153,6.5,0,5.4,2.9,8.5,5.8,61,1015.5,1008.6,10.7,3.9,103
2021,1,13,2021/1/13,3.8,0,9.4,2.2,0.8,6,77,1018.1,1011.1,10.1,-0.6,92,2.9,1.5,0.2,1.8,8.8,6.8,90,1016.4,1009.3,4.4,1.2,8,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92,3.3,0,4.5,4.9,9.8,4,52,1011.6,1004.6,8.1,-0.9,153
2021,1,14,2021/1/14,6.3,0,7,2.6,2.3,6.6,71,1021.3,1014.3,12.3,0.6,99,3.8,0,9.4,2.2,0.8,6,77,1018.1,1011.1,10.1,-0.6,92,2.9,1.5,0.2,1.8,8.8,6.8,90,1016.4,1009.3,4.4,1.2,8,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92,0,0,6.3,3.5,1.5,2.7,44,1013.2,1006.1,4.1,-2.2,92
2021,1,15,2021/1/15,7,0,9,1.5,2,6.5,67,1021.6,1014.6,14.2,1.1,98,6.3,0,7,2.6,2.3,6.6,71,1021.3,1014.3,12.3,0.6,99,3.8,0,9.4,2.2,0.8,6,77,1018.1,1011.1,10.1,-0.6,92,2.9,1.5,0.2,1.8,8.8,6.8,90,1016.4,1009.3,4.4,1.2,8,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92,0.5,0,8.7,2.4,1.5,2.7,43,1014.2,1007.1,5.8,-3.7,92
2021,1,16,2021/1/16,6.8,0,3.6,2.2,6.8,7.9,80,1015.4,1008.5,12.5,2.7,234,7,0,9,1.5,2,6.5,67,1021.6,1014.6,14.2,1.1,98,6.3,0,7,2.6,2.3,6.6,71,1021.3,1014.3,12.3,0.6,99,3.8,0,9.4,2.2,0.8,6,77,1018.1,1011.1,10.1,-0.6,92,2.9,1.5,0.2,1.8,8.8,6.8,90,1016.4,1009.3,4.4,1.2,8,2.2,0,2,1.8,8,5.2,72,1023.7,1016.6,6,-1,162,1.3,0,7.7,2.4,3.5,4.2,61,1020.1,1012.9,5.8,-1.8,92
